,NN_model_output.net.result,Round Value,validate_df...24.,Forecasting Result,,,,,
29721,0.112888952,0,0,1,,,,,
27643,0.112810714,0,0,1,,,,,
26469,0.112810679,0,0,1,,,,,
25782,0.112779561,0,0,1,,,,,
28430,0.112754789,0,0,1,,,,,
25288,0.11271766,0,0,1,,,,,
26878,0.112645475,0,0,1,,,,,
29826,0.112473456,0,0,1,,,,,
24317,0.112443474,0,0,1,,,,,
27412,0.112432536,0,0,1,,,,,
28657,0.112400344,0,0,1,,,,,
26454,0.112388899,0,1,0,,,,,
25465,0.112373984,0,0,1,,,,,
26744,0.112362898,0,0,1,,,,,
28145,0.112334517,0,0,1,,,,,
27267,0.112317811,0,0,1,,,,,
24833,0.112309644,0,0,1,,,,,
24018,0.11228135,0,0,1,,,,,
29491,0.112280612,0,0,1,,,,,
27764,0.112276892,0,0,1,,,,,
27320,0.112260418,0,0,1,,,,,
27341,0.112238138,0,0,1,,,,,
26728,0.11221178,0,0,1,,,,,
26161,0.112161725,0,0,1,,,,,
26864,0.112127289,0,0,1,,,,,
26106,0.112105379,0,0,1,,,,,
24704,0.1120542,0,0,1,,,,,
27487,0.112053674,0,1,0,,,,,
27507,0.112051739,0,1,0,,,,,
25864,0.111996259,0,0,1,,,,,
26869,0.111958102,0,0,1,,,,,
24564,0.111930472,0,0,1,,,,,
26949,0.111929351,0,0,1,,,,,
26461,0.111923974,0,0,1,,,,,
29812,0.111877609,0,0,1,,,,,
28803,0.111822133,0,0,1,,,,,
29338,0.111708453,0,0,1,,,,,
26662,0.111531576,0,0,1,,,,,
25096,0.111513032,0,0,1,,,,,
28542,0.111489298,0,0,1,,,,,
29839,0.111460816,0,1,0,,,,,
25510,0.111427064,0,0,1,,,,,
27465,0.111423694,0,0,1,,,,,
27611,0.111415099,0,0,1,,,,,
28029,0.111270927,0,1,0,,,,,
25077,0.111269134,0,0,1,,,,,
27546,0.111204678,0,1,0,,,,,
27076,0.111131017,0,0,1,,,,,
26478,0.111104869,0,0,1,,,,,
26334,0.11109236,0,0,1,,,,,
25604,0.111084355,0,0,1,,,,,
25095,0.111011469,0,0,1,,,,,
26842,0.111008457,0,0,1,,,,,
26115,0.110965603,0,0,1,,,,,
27501,0.110947483,0,0,1,,,,,
28438,0.110889892,0,0,1,,,,,
27053,0.110818433,0,0,1,,,,,
26114,0.110794608,0,0,1,,,,,
29389,0.110703919,0,0,1,,,,,
29331,0.110551741,0,0,1,,,,,
29763,0.110529176,0,0,1,,,,,
27424,0.110490154,0,0,1,,,,,
29442,0.110453343,0,0,1,,,,,
24468,0.110412942,0,0,1,,,,,
27488,0.110390914,0,0,1,,,,,
29316,0.110376611,0,0,1,,,,,
25850,0.110298842,0,0,1,,,,,
27783,0.11028793,0,0,1,,,,,
24882,0.110186506,0,0,1,,,,,
25928,0.110126825,0,0,1,,,,,
25808,0.110026002,0,0,1,,,,,
25616,0.109940979,0,0,1,,,,,
29309,0.109841299,0,0,1,,,,,
28649,0.109825767,0,0,1,,,,,
28163,0.109824709,0,0,1,,,,,
28617,0.1097794,0,0,1,,,,,
26425,0.109777455,0,0,1,,,,,
25927,0.109745902,0,0,1,,,,,
26824,0.109610391,0,0,1,,,,,
29102,0.109529388,0,0,1,,,,,
29207,0.109464719,0,0,1,,,,,
28794,0.109459239,0,0,1,,,,,
24889,0.109357567,0,0,1,,,,,
26524,0.109313384,0,0,1,,,,,
29056,0.109221624,0,0,1,,,,,
25777,0.109169401,0,0,1,,,,,
27494,0.109126787,0,1,0,,,,,
26224,0.109106136,0,0,1,,,,,
28455,0.109047883,0,1,0,,,,,
29019,0.109040157,0,0,1,,,,,
29292,0.108905117,0,0,1,,,,,
28978,0.108899658,0,0,1,,,,,
27807,0.108764898,0,0,1,,,,,
26604,0.108760375,0,0,1,,,,,
25810,0.108691331,0,0,1,,,,,
28475,0.108648839,0,0,1,,,,,
25629,0.108639507,0,0,1,,,,,
28297,0.108609021,0,0,1,,,,,
28739,0.108606068,0,0,1,,,,,
26339,0.108603554,0,0,1,,,,,
29935,0.108468473,0,0,1,,,,,
28142,0.108463588,0,0,1,,,,,
29100,0.108455258,0,0,1,,,,,
25165,0.108409546,0,0,1,,,,,
25945,0.10831521,0,0,1,,,,,
28818,0.108193107,0,0,1,,,,,
29408,0.108179133,0,0,1,,,,,
25392,0.108146844,0,0,1,,,,,
24533,0.108142285,0,0,1,,,,,
29968,0.108055663,0,0,1,,,,,
24216,0.108023784,0,0,1,,,,,
25868,0.107992018,0,0,1,,,,,
27281,0.10794528,0,0,1,,,,,
25182,0.107941608,0,0,1,,,,,
26279,0.10787554,0,1,0,,,,,
25774,0.107870255,0,0,1,,,,,
24148,0.107837677,0,1,0,,,,,
29001,0.107823511,0,0,1,,,,,
25488,0.107815061,0,0,1,,,,,
25599,0.107711166,0,0,1,,,,,
29184,0.107702207,0,0,1,,,,,
28856,0.107616419,0,0,1,,,,,
24977,0.107580355,0,0,1,,,,,
29754,0.107450385,0,0,1,,,,,
25684,0.107381961,0,0,1,,,,,
29836,0.107282758,0,0,1,,,,,
28734,0.107258207,0,0,1,,,,,
28821,0.107244217,0,0,1,,,,,
27316,0.107235931,0,0,1,,,,,
28724,0.107213721,0,0,1,,,,,
27903,0.107183014,0,0,1,,,,,
29781,0.10710495,0,0,1,,,,,
28828,0.107015779,0,0,1,,,,,
28863,0.107007658,0,0,1,,,,,
24579,0.106996984,0,0,1,,,,,
29904,0.106949899,0,0,1,,,,,
27695,0.106932961,0,0,1,,,,,
25714,0.106875713,0,1,0,,,,,
24475,0.106831517,0,0,1,,,,,
28190,0.106790117,0,0,1,,,,,
27016,0.106784969,0,0,1,,,,,
25635,0.106760841,0,0,1,,,,,
29435,0.10670436,0,0,1,,,,,
27120,0.106661464,0,1,0,,,,,
24729,0.106649039,0,0,1,,,,,
25450,0.106624958,0,0,1,,,,,
25723,0.106609866,0,0,1,,,,,
24455,0.106604287,0,0,1,,,,,
28666,0.106579526,0,1,0,,,,,
29993,0.106579248,0,0,1,,,,,
24663,0.106559038,0,0,1,,,,,
25940,0.106555204,0,0,1,,,,,
27901,0.106478139,0,0,1,,,,,
25621,0.106474176,0,0,1,,,,,
25341,0.106470426,0,0,1,,,,,
24092,0.106373063,0,0,1,,,,,
25704,0.106330989,0,0,1,,,,,
24525,0.106218673,0,1,0,,,,,
26732,0.10617359,0,0,1,,,,,
24542,0.10609762,0,0,1,,,,,
27977,0.106025414,0,0,1,,,,,
29873,0.105958299,0,0,1,,,,,
28360,0.105932792,0,0,1,,,,,
29009,0.105915953,0,0,1,,,,,
26533,0.105912782,0,0,1,,,,,
29895,0.105889272,0,1,0,,,,,
27438,0.105875851,0,0,1,,,,,
27815,0.105827732,0,0,1,,,,,
24353,0.105817552,0,0,1,,,,,
27877,0.105811906,0,0,1,,,,,
29880,0.10578175,0,0,1,,,,,
29462,0.105730458,0,0,1,,,,,
28569,0.105723917,0,0,1,,,,,
27666,0.105713765,0,1,0,,,,,
28255,0.105710408,0,0,1,,,,,
25555,0.105691559,0,0,1,,,,,
25294,0.105580638,0,0,1,,,,,
29610,0.10538706,0,1,0,,,,,
28568,0.105371815,0,0,1,,,,,
25514,0.105240383,0,0,1,,,,,
25752,0.105213559,0,0,1,,,,,
24167,0.105191456,0,0,1,,,,,
29970,0.105142975,0,0,1,,,,,
25167,0.105073696,0,0,1,,,,,
25042,0.105005089,0,0,1,,,,,
26207,0.104873659,0,0,1,,,,,
25756,0.104844819,0,0,1,,,,,
24079,0.104725845,0,0,1,,,,,
25710,0.104696965,0,0,1,,,,,
29168,0.10459569,0,1,0,,,,,
26299,0.104567883,0,0,1,,,,,
28451,0.104541524,0,0,1,,,,,
24072,0.10452192,0,0,1,,,,,
29396,0.104508194,0,0,1,,,,,
26166,0.104435401,0,0,1,,,,,
29035,0.104424672,0,0,1,,,,,
29234,0.10441849,0,1,0,,,,,
24688,0.104346608,0,1,0,,,,,
24878,0.104291903,0,0,1,,,,,
28930,0.104099805,0,1,0,,,,,
29773,0.10408899,0,0,1,,,,,
28067,0.104042089,0,0,1,,,,,
29573,0.104018924,0,1,0,,,,,
29901,0.103899143,0,1,0,,,,,
24838,0.103890177,0,0,1,,,,,
26516,0.103878136,0,0,1,,,,,
28200,0.103851162,0,0,1,,,,,
27256,0.103713267,0,0,1,,,,,
29985,0.103708929,0,0,1,,,,,
25979,0.10368159,0,0,1,,,,,
26129,0.103678361,0,0,1,,,,,
25476,0.103621661,0,0,1,,,,,
28947,0.103603204,0,1,0,,,,,
29179,0.103554014,0,0,1,,,,,
29547,0.103497126,0,0,1,,,,,
28531,0.103374269,0,0,1,,,,,
29896,0.103353049,0,0,1,,,,,
26956,0.103297987,0,0,1,,,,,
28445,0.103260305,0,0,1,,,,,
25322,0.103222602,0,0,1,,,,,
27771,0.103185744,0,0,1,,,,,
24499,0.103147648,0,0,1,,,,,
24085,0.103132059,0,0,1,,,,,
26813,0.103100649,0,0,1,,,,,
29487,0.103040358,0,0,1,,,,,
29654,0.10293675,0,0,1,,,,,
24871,0.102901302,0,1,0,,,,,
26638,0.102859055,0,0,1,,,,,
24536,0.102845373,0,0,1,,,,,
27768,0.10274062,0,0,1,,,,,
26110,0.102699358,0,0,1,,,,,
28157,0.102651008,0,0,1,,,,,
28495,0.102581656,0,0,1,,,,,
29726,0.102562636,0,0,1,,,,,
24145,0.102560447,0,0,1,,,,,
29876,0.102541512,0,0,1,,,,,
28796,0.102513833,0,0,1,,,,,
28640,0.102468891,0,0,1,,,,,
25650,0.102446406,0,0,1,,,,,
27413,0.102445757,0,0,1,,,,,
24038,0.102432908,0,0,1,,,,,
24793,0.102376193,0,0,1,,,,,
27448,0.102352646,0,0,1,,,,,
25164,0.102303972,0,0,1,,,,,
25425,0.10228665,0,0,1,,,,,
27479,0.102234099,0,0,1,,,,,
28839,0.102199423,0,0,1,,,,,
28323,0.102095086,0,0,1,,,,,
29832,0.102092693,0,0,1,,,,,
24556,0.102051766,0,0,1,,,,,
26085,0.102006142,0,0,1,,,,,
29624,0.101961141,0,0,1,,,,,
27286,0.101933399,0,0,1,,,,,
28899,0.101926084,0,0,1,,,,,
27374,0.101890583,0,0,1,,,,,
27692,0.101792783,0,0,1,,,,,
26661,0.101480495,0,0,1,,,,,
26387,0.101463863,0,0,1,,,,,
24340,0.101445189,0,0,1,,,,,
27649,0.10138156,0,0,1,,,,,
24184,0.101373088,0,0,1,,,,,
26001,0.101358095,0,0,1,,,,,
26544,0.101273203,0,0,1,,,,,
25337,0.101236401,0,0,1,,,,,
27837,0.101204079,0,0,1,,,,,
26117,0.101198731,0,0,1,,,,,
28415,0.101182562,0,0,1,,,,,
26158,0.101170773,0,0,1,,,,,
25444,0.101136817,0,1,0,,,,,
25316,0.101100852,0,0,1,,,,,
26056,0.101046719,0,0,1,,,,,
25309,0.101038603,0,0,1,,,,,
29943,0.101035646,0,1,0,,,,,
26992,0.100966061,0,0,1,,,,,
24943,0.100962737,0,0,1,,,,,
24126,0.100904373,0,0,1,,,,,
28165,0.100814819,0,0,1,,,,,
26233,0.100789003,0,0,1,,,,,
27251,0.10078657,0,0,1,,,,,
26170,0.100767612,0,0,1,,,,,
24606,0.100764585,0,0,1,,,,,
28136,0.100762271,0,0,1,,,,,
25066,0.100744496,0,0,1,,,,,
25815,0.10071754,0,0,1,,,,,
24433,0.100711511,0,0,1,,,,,
27133,0.100699915,0,0,1,,,,,
26150,0.100681281,0,0,1,,,,,
25971,0.1006749,0,0,1,,,,,
24474,0.100651992,0,0,1,,,,,
24869,0.100537601,0,0,1,,,,,
26962,0.100497556,0,0,1,,,,,
28404,0.100430445,0,0,1,,,,,
29371,0.100319571,0,0,1,,,,,
29143,0.100279275,0,0,1,,,,,
29213,0.100252956,0,0,1,,,,,
24925,0.100191168,0,0,1,,,,,
25736,0.100171376,0,0,1,,,,,
28264,0.100170042,0,0,1,,,,,
26462,0.100166013,0,0,1,,,,,
26998,0.100155892,0,0,1,,,,,
25747,0.100109278,0,0,1,,,,,
25722,0.100061467,0,1,0,,,,,
26475,0.100037783,0,0,1,,,,,
28411,0.100024407,0,0,1,,,,,
26410,0.099965055,0,0,1,,,,,
26509,0.099941399,0,0,1,,,,,
24756,0.09993082,0,0,1,,,,,
28876,0.099888118,0,0,1,,,,,
28456,0.099878447,0,0,1,,,,,
27717,0.099769943,0,0,1,,,,,
28185,0.099676032,0,0,1,,,,,
24371,0.099584068,0,1,0,,,,,
29369,0.099583831,0,0,1,,,,,
28209,0.09954355,0,0,1,,,,,
26730,0.09949725,0,0,1,,,,,
24629,0.099493775,0,0,1,,,,,
24832,0.099428875,0,0,1,,,,,
27430,0.099369108,0,0,1,,,,,
28508,0.09930448,0,0,1,,,,,
28987,0.099238402,0,0,1,,,,,
26559,0.099197992,0,1,0,,,,,
28410,0.099188323,0,0,1,,,,,
24960,0.099183205,0,0,1,,,,,
26788,0.099147455,0,0,1,,,,,
27610,0.099126325,0,0,1,,,,,
25977,0.099111691,0,1,0,,,,,
27097,0.099097714,0,0,1,,,,,
26608,0.099060248,0,0,1,,,,,
28616,0.09902587,0,0,1,,,,,
28065,0.09898286,0,0,1,,,,,
27701,0.098962539,0,0,1,,,,,
29584,0.098956071,0,0,1,,,,,
26208,0.09891207,0,0,1,,,,,
29587,0.098893755,0,0,1,,,,,
26031,0.098854335,0,0,1,,,,,
28864,0.098756544,0,0,1,,,,,
27713,0.098718461,0,0,1,,,,,
25820,0.098681701,0,0,1,,,,,
28919,0.098677315,0,0,1,,,,,
26906,0.09861985,0,0,1,,,,,
25720,0.098600435,0,0,1,,,,,
29197,0.098596321,0,0,1,,,,,
25092,0.098593284,0,0,1,,,,,
25998,0.098586175,0,0,1,,,,,
28319,0.098422872,0,0,1,,,,,
28726,0.098405884,0,0,1,,,,,
28206,0.098405623,0,1,0,,,,,
24135,0.098281086,0,0,1,,,,,
27401,0.098280452,0,0,1,,,,,
24206,0.09826958,0,0,1,,,,,
27287,0.098248144,0,0,1,,,,,
29098,0.098235309,0,0,1,,,,,
29406,0.098194988,0,0,1,,,,,
28848,0.098160939,0,0,1,,,,,
25367,0.098082553,0,0,1,,,,,
24537,0.098061419,0,0,1,,,,,
28655,0.09801378,0,0,1,,,,,
25602,0.09798976,0,0,1,,,,,
25921,0.097977037,0,0,1,,,,,
24164,0.097940492,0,0,1,,,,,
29061,0.097910187,0,0,1,,,,,
28707,0.097871205,0,0,1,,,,,
24052,0.097811419,0,0,1,,,,,
28311,0.097800745,0,0,1,,,,,
24929,0.09763813,0,0,1,,,,,
27055,0.097621689,0,0,1,,,,,
24699,0.097567893,0,0,1,,,,,
28476,0.097484033,0,0,1,,,,,
27363,0.097434978,0,0,1,,,,,
26526,0.097409232,0,0,1,,,,,
29979,0.097363875,0,0,1,,,,,
24881,0.097343465,0,0,1,,,,,
25327,0.097342635,0,0,1,,,,,
29335,0.097315009,0,0,1,,,,,
29713,0.097285431,0,0,1,,,,,
28601,0.097256109,0,0,1,,,,,
27820,0.097233074,0,0,1,,,,,
28704,0.09714874,0,0,1,,,,,
25695,0.097138467,0,0,1,,,,,
28759,0.097137857,0,0,1,,,,,
28644,0.097123789,0,0,1,,,,,
26190,0.096997032,0,0,1,,,,,
26731,0.09697765,0,0,1,,,,,
29664,0.096908724,0,0,1,,,,,
24089,0.096801778,0,0,1,,,,,
24576,0.096790733,0,0,1,,,,,
25106,0.09673905,0,0,1,,,,,
24059,0.096698682,0,0,1,,,,,
28391,0.09668118,0,0,1,,,,,
29044,0.09666582,0,0,1,,,,,
26981,0.096607881,0,0,1,,,,,
28071,0.096545777,0,0,1,,,,,
25116,0.096528717,0,0,1,,,,,
29484,0.096503516,0,1,0,,,,,
28637,0.096468433,0,0,1,,,,,
24405,0.096457495,0,0,1,,,,,
25597,0.096423476,0,0,1,,,,,
24640,0.09641088,0,0,1,,,,,
29154,0.096368748,0,0,1,,,,,
26715,0.096320605,0,0,1,,,,,
24916,0.096316829,0,1,0,,,,,
26743,0.096289105,0,0,1,,,,,
28571,0.096286074,0,0,1,,,,,
26925,0.096070313,0,0,1,,,,,
29121,0.096046244,0,0,1,,,,,
28820,0.09602326,0,0,1,,,,,
25750,0.095969653,0,1,0,,,,,
27095,0.095923883,0,0,1,,,,,
24937,0.095875769,0,0,1,,,,,
25506,0.095802028,0,0,1,,,,,
25059,0.095797674,0,0,1,,,,,
29283,0.095792203,0,0,1,,,,,
27915,0.095765729,0,0,1,,,,,
28261,0.095743285,0,1,0,,,,,
29464,0.095725985,0,0,1,,,,,
28296,0.095722322,0,0,1,,,,,
27553,0.095689747,0,0,1,,,,,
24897,0.095678162,0,0,1,,,,,
29134,0.095674059,0,0,1,,,,,
27781,0.095649087,0,0,1,,,,,
29752,0.095586001,0,0,1,,,,,
26545,0.095569419,0,0,1,,,,,
27333,0.095562561,0,0,1,,,,,
24837,0.095534682,0,0,1,,,,,
24202,0.095513803,0,0,1,,,,,
26704,0.095467283,0,0,1,,,,,
28551,0.095464989,0,0,1,,,,,
24170,0.095427238,0,0,1,,,,,
28441,0.095416214,0,0,1,,,,,
24031,0.095413877,0,0,1,,,,,
28854,0.09538237,0,1,0,,,,,
24239,0.095364707,0,0,1,,,,,
24376,0.09535749,0,0,1,,,,,
26717,0.095304122,0,0,1,,,,,
26084,0.09523718,0,1,0,,,,,
29051,0.095232759,0,0,1,,,,,
24205,0.095172143,0,1,0,,,,,
28294,0.095109499,0,0,1,,,,,
27314,0.095064508,0,0,1,,,,,
26796,0.095051291,0,0,1,,,,,
24302,0.094957026,0,0,1,,,,,
29013,0.094950732,0,0,1,,,,,
24803,0.094921506,0,0,1,,,,,
28094,0.094895798,0,0,1,,,,,
25407,0.094838308,0,1,0,,,,,
27145,0.094807625,0,0,1,,,,,
24242,0.094728148,0,0,1,,,,,
24143,0.09462772,0,0,1,,,,,
24177,0.094601503,0,0,1,,,,,
28238,0.094568001,0,0,1,,,,,
25279,0.094505475,0,1,0,,,,,
25899,0.094503681,0,0,1,,,,,
24996,0.094502591,0,0,1,,,,,
28630,0.094424284,0,0,1,,,,,
25083,0.094409013,0,0,1,,,,,
27338,0.094399788,0,0,1,,,,,
25989,0.094391237,0,0,1,,,,,
28130,0.094270776,0,0,1,,,,,
25297,0.094224633,0,0,1,,,,,
24655,0.094162655,0,0,1,,,,,
28992,0.094155869,0,0,1,,,,,
26073,0.094065639,0,0,1,,,,,
28784,0.094036594,0,0,1,,,,,
27925,0.094027733,0,0,1,,,,,
28860,0.094015846,0,0,1,,,,,
28277,0.09399078,0,1,0,,,,,
28201,0.09395585,0,1,0,,,,,
27872,0.09394321,0,0,1,,,,,
28770,0.093751514,0,0,1,,,,,
29111,0.093739504,0,0,1,,,,,
28347,0.093731345,0,0,1,,,,,
25245,0.093701818,0,0,1,,,,,
24754,0.09367642,0,0,1,,,,,
29231,0.09355711,0,0,1,,,,,
25239,0.093530377,0,0,1,,,,,
24631,0.093499201,0,0,1,,,,,
26653,0.093449791,0,0,1,,,,,
27124,0.093416681,0,0,1,,,,,
26411,0.093266345,0,0,1,,,,,
24886,0.09325827,0,0,1,,,,,
27795,0.093209287,0,0,1,,,,,
28490,0.093170737,0,0,1,,,,,
27149,0.093162307,0,0,1,,,,,
26148,0.093120683,0,0,1,,,,,
27976,0.093007298,0,0,1,,,,,
28210,0.092959589,0,0,1,,,,,
26054,0.092954957,0,0,1,,,,,
24157,0.092951405,0,0,1,,,,,
25708,0.092875314,0,0,1,,,,,
28122,0.092852966,0,0,1,,,,,
24037,0.092826326,0,0,1,,,,,
28147,0.092703764,0,0,1,,,,,
27698,0.092686026,0,0,1,,,,,
24681,0.092683316,0,0,1,,,,,
28219,0.092640951,0,0,1,,,,,
26258,0.092633372,0,0,1,,,,,
29489,0.092630366,0,0,1,,,,,
28080,0.092515299,0,0,1,,,,,
24223,0.09244273,0,0,1,,,,,
24635,0.09227297,0,0,1,,,,,
26053,0.092249358,0,0,1,,,,,
24496,0.092236589,0,0,1,,,,,
24690,0.092232533,0,0,1,,,,,
26537,0.092187563,0,0,1,,,,,
28123,0.092138611,0,0,1,,,,,
26288,0.092118818,0,0,1,,,,,
24708,0.092105431,0,0,1,,,,,
24529,0.092060791,0,0,1,,,,,
29581,0.091968713,0,0,1,,,,,
25931,0.091955428,0,0,1,,,,,
28988,0.091947875,0,0,1,,,,,
26162,0.091947178,0,0,1,,,,,
29959,0.091898127,0,0,1,,,,,
25463,0.091890878,0,0,1,,,,,
27560,0.091880986,0,0,1,,,,,
27890,0.09187018,0,0,1,,,,,
26182,0.091809095,0,0,1,,,,,
25855,0.091802812,0,0,1,,,,,
25273,0.091687108,0,0,1,,,,,
28603,0.091657534,0,0,1,,,,,
29594,0.091561008,0,0,1,,,,,
28394,0.091531909,0,0,1,,,,,
25571,0.091431072,0,0,1,,,,,
27778,0.091392465,0,0,1,,,,,
26078,0.091351705,0,0,1,,,,,
28101,0.091304594,0,0,1,,,,,
29378,0.091297168,0,0,1,,,,,
27798,0.091271321,0,0,1,,,,,
27081,0.091260338,0,0,1,,,,,
28244,0.091244227,0,0,1,,,,,
26047,0.091215875,0,0,1,,,,,
24282,0.091206757,0,0,1,,,,,
26798,0.091193289,0,0,1,,,,,
27806,0.091126468,0,0,1,,,,,
29463,0.09111292,0,0,1,,,,,
28793,0.091051157,0,0,1,,,,,
27175,0.090923458,0,0,1,,,,,
29739,0.090919301,0,0,1,,,,,
25372,0.0908862,0,0,1,,,,,
28295,0.09080249,0,0,1,,,,,
25215,0.090792344,0,0,1,,,,,
24846,0.090787696,0,0,1,,,,,
24701,0.09078328,0,0,1,,,,,
29903,0.090777678,0,0,1,,,,,
28218,0.090758804,0,0,1,,,,,
24132,0.090655418,0,0,1,,,,,
26101,0.090650545,0,0,1,,,,,
24252,0.090642627,0,0,1,,,,,
25057,0.09063879,0,0,1,,,,,
24163,0.090637618,0,0,1,,,,,
26567,0.090588163,0,0,1,,,,,
29048,0.090571361,0,0,1,,,,,
26709,0.090530386,0,0,1,,,,,
24623,0.090529304,0,0,1,,,,,
28007,0.090378756,0,0,1,,,,,
25952,0.090343352,0,0,1,,,,,
27985,0.090293131,0,0,1,,,,,
25655,0.09027769,0,0,1,,,,,
24175,0.090253567,0,0,1,,,,,
24365,0.090212352,0,0,1,,,,,
29345,0.090165569,0,0,1,,,,,
29952,0.09009242,0,0,1,,,,,
28693,0.090081595,0,0,1,,,,,
27446,0.090078682,0,0,1,,,,,
27061,0.090061853,0,0,1,,,,,
28052,0.09002253,0,0,1,,,,,
26202,0.089968096,0,0,1,,,,,
27377,0.08987234,0,0,1,,,,,
27892,0.089865488,0,0,1,,,,,
26188,0.089847096,0,0,1,,,,,
25950,0.089815286,0,0,1,,,,,
26643,0.089756939,0,0,1,,,,,
24981,0.089683305,0,0,1,,,,,
24862,0.089601544,0,1,0,,,,,
27739,0.089595185,0,0,1,,,,,
27870,0.089533688,0,0,1,,,,,
28239,0.089410125,0,0,1,,,,,
29535,0.089408623,0,0,1,,,,,
26399,0.089408603,0,0,1,,,,,
27071,0.089297046,0,0,1,,,,,
24743,0.089295311,0,0,1,,,,,
27063,0.089291204,0,0,1,,,,,
28336,0.089242615,0,0,1,,,,,
24203,0.089242457,0,0,1,,,,,
26318,0.089223593,0,0,1,,,,,
26797,0.089220036,0,0,1,,,,,
29629,0.089146696,0,0,1,,,,,
28913,0.089107873,0,0,1,,,,,
28426,0.089053223,0,1,0,,,,,
26490,0.089036822,0,0,1,,,,,
29167,0.089012048,0,0,1,,,,,
24550,0.089006458,0,0,1,,,,,
26362,0.088979249,0,0,1,,,,,
29667,0.088932281,0,0,1,,,,,
29067,0.088927631,0,0,1,,,,,
24489,0.08890666,0,0,1,,,,,
25079,0.088895599,0,0,1,,,,,
26978,0.088889744,0,0,1,,,,,
24787,0.088867447,0,0,1,,,,,
29444,0.088833181,0,0,1,,,,,
28485,0.088816227,0,0,1,,,,,
28478,0.088787535,0,0,1,,,,,
26535,0.088769375,0,1,0,,,,,
25071,0.088760973,0,0,1,,,,,
25663,0.088739092,0,0,1,,,,,
27280,0.088643124,0,0,1,,,,,
29084,0.088625501,0,0,1,,,,,
28733,0.088611664,0,0,1,,,,,
28267,0.088571438,0,0,1,,,,,
28307,0.088477431,0,0,1,,,,,
28964,0.088466202,0,1,0,,,,,
28723,0.088378697,0,0,1,,,,,
28024,0.088339117,0,0,1,,,,,
25498,0.088244144,0,0,1,,,,,
27780,0.088176037,0,0,1,,,,,
24493,0.088149673,0,0,1,,,,,
29032,0.088126428,0,0,1,,,,,
27003,0.088095722,0,0,1,,,,,
26015,0.088049131,0,0,1,,,,,
29140,0.088012556,0,0,1,,,,,
25415,0.087892816,0,0,1,,,,,
28276,0.087888372,0,0,1,,,,,
25954,0.087886477,0,0,1,,,,,
29350,0.087826297,0,0,1,,,,,
29359,0.087826259,0,0,1,,,,,
29483,0.087790827,0,0,1,,,,,
26647,0.087777447,0,0,1,,,,,
27219,0.087736168,0,0,1,,,,,
29124,0.087723981,0,0,1,,,,,
27031,0.087708039,0,0,1,,,,,
24849,0.087668353,0,0,1,,,,,
24686,0.087657287,0,1,0,,,,,
28023,0.087655246,0,0,1,,,,,
28868,0.087644987,0,0,1,,,,,
25121,0.087634819,0,0,1,,,,,
28368,0.087594904,0,0,1,,,,,
25503,0.087535584,0,0,1,,,,,
24534,0.087525695,0,0,1,,,,,
28224,0.087506708,0,0,1,,,,,
28620,0.087503835,0,0,1,,,,,
29278,0.087503776,0,0,1,,,,,
27023,0.087491144,0,0,1,,,,,
29336,0.087481514,0,0,1,,,,,
29033,0.087471302,0,0,1,,,,,
24931,0.087444938,0,0,1,,,,,
29071,0.087378558,0,0,1,,,,,
25625,0.08735185,0,0,1,,,,,
27808,0.087345212,0,1,0,,,,,
26946,0.087339329,0,0,1,,,,,
26255,0.08726431,0,0,1,,,,,
26436,0.087185105,0,0,1,,,,,
25986,0.087177165,0,0,1,,,,,
29734,0.087162327,0,0,1,,,,,
29299,0.087131505,0,0,1,,,,,
29136,0.087123511,0,0,1,,,,,
29589,0.087101496,0,0,1,,,,,
28618,0.087041872,0,0,1,,,,,
25466,0.087033814,0,0,1,,,,,
29271,0.087002428,0,1,0,,,,,
24007,0.086973888,0,0,1,,,,,
26506,0.086858735,0,0,1,,,,,
28918,0.086853047,0,0,1,,,,,
27730,0.086596832,0,0,1,,,,,
28333,0.086567998,0,0,1,,,,,
25318,0.086538371,0,0,1,,,,,
27769,0.086529527,0,0,1,,,,,
26265,0.086518742,0,0,1,,,,,
24284,0.086512808,0,0,1,,,,,
29548,0.086471769,0,0,1,,,,,
27144,0.0864618,0,0,1,,,,,
24224,0.08645949,0,0,1,,,,,
26082,0.086369601,0,0,1,,,,,
25432,0.086357413,0,0,1,,,,,
28871,0.086348688,0,1,0,,,,,
26057,0.086320135,0,0,1,,,,,
28623,0.08630839,0,0,1,,,,,
27591,0.086243823,0,0,1,,,,,
28473,0.086199933,0,0,1,,,,,
26745,0.0861793,0,0,1,,,,,
29297,0.086177447,0,0,1,,,,,
28204,0.086135229,0,0,1,,,,,
28471,0.086025986,0,0,1,,,,,
24070,0.085971669,0,0,1,,,,,
25718,0.085966629,0,0,1,,,,,
24910,0.085829201,0,0,1,,,,,
28837,0.085708474,0,0,1,,,,,
24791,0.085705223,0,0,1,,,,,
26358,0.085682232,0,0,1,,,,,
28583,0.085678818,0,0,1,,,,,
29068,0.085663801,0,0,1,,,,,
27979,0.085562881,0,0,1,,,,,
26435,0.085531827,0,0,1,,,,,
26036,0.085440984,0,0,1,,,,,
26748,0.085371484,0,1,0,,,,,
24262,0.085333954,0,1,0,,,,,
28708,0.085331908,0,0,1,,,,,
25760,0.085324053,0,0,1,,,,,
24034,0.085316769,0,0,1,,,,,
